"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","52.947061","53.524547","54.090023","54.635688","55.153437","55.636047","56.077545","56.475056","56.827242","57.133078","57.392246","57.604024","57.790132","57.945694","58.086037","58.219974","58.369249","58.545274","58.782455","59.105007","59.541413","60.114935","60.826798","61.612345","62.360224","62.967766","63.335631","63.365789","41.289687","62.550958","61.919214","61.402336","60.970809","61.032811","61.297032","61.795995","62.436662","63.192672","64.068742","64.982106","65.858911","66.624426","67.207106","67.539939","67.635249","67.580337","67.458792","67.367409","67.39017","67.587201","67.93323","68.3914","68.908055","69.495489","70.074882","70.604339","71.152697","71.637669","72.0433","72.402879","57.356816","68.551096","70.078269","",
"Samoa Americana","ASM","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","61.481528","62.204734","62.588623","62.928153","62.972032","62.704053","54.036211","61.699159","61.322743","61.218411","61.161154","61.258341","61.537808","62.221086","62.638724","63.036081","63.148892","63.425893","63.494982","63.84292","64.271509","64.711693","65.138262","65.494","65.83353","66.101765","65.901921","65.496781","64.892771","64.673614","64.762109","65.059861","65.417682","65.640664","65.833425","65.995051","66.222026","66.660357","67.102122","67.478829","67.709926","68.189024","68.762073","69.043463","70.33061","70.732817","70.819775","70.652201","70.627344","68.324939","70.79238","70.89023","70.819625","70.95502","70.64473","70.379582","70.033381","70.126742","69.82978","69.50353","69.15642","69.145596","69.183252","",
"Antigua y Barbuda","ATG","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","56.048271","56.967675","57.847533","58.751516","59.758109","60.743704","61.755236","62.656484","63.532853","64.39454","65.165578","65.955881","66.698817","67.423799","68.108343","68.734684","69.36403","69.972127","70.570681","71.151289","71.670786","72.138455","72.543045","72.862365","73.101295","73.249907","73.323977","73.343148","73.288915","73.090216","73.03397","72.858037","72.81387","72.843718","72.96838","72.951738","73.110004","73.200456","73.287694","73.78372","74.107779","74.272865","74.47367","75.256331","76.096618","76.582631","76.668482","76.832062","77.11902","77.59646","78.04605","78.643005","78.721312","78.717829","78.382565","78.528619","78.720523","78.930068","79.000381","79.000184","78.902061","79.153826","79.414418","",
"Australia","AUS","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","67.751868","68.002832","67.411092","67.284431","66.124289","66.915463","66.876821","67.158357","66.424654","67.121475","66.724879","68.508313","68.568261","69.085475","68.64859","70.211769","70.680453","71.834685","72.389743","73.398528","73.949046","74.542356","74.911234","76.073334","76.402006","76.808999","77.736504","78.048054","78.495375","78.831327","79.88644","80.717056","80.952394","81.846473","81.919275","82.575489","82.742538","83.300256","83.731129","84.330536","84.87848","85.266528","85.746027","86.08629","86.452861","86.748269","87.104641","86.92689","87.435193","87.492048","87.980749","87.946272","88.445304","88.448023","88.31096","88.171518","88.47092","88.3419","88.660493","88.514336","88.965092","89.011284","85.924054","",
"Austria","AUT","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","64.19307","65.796814","65.499345","66.124385","66.488345","66.176671","66.748041","66.497622","66.772378","66.597954","66.240337","66.935686","67.31802","68.702654","68.538739","68.691397","69.543752","69.778704","69.66716","69.743486","70.219306","70.663222","70.677044","70.694664","71.430443","72.426944","73.387042","74.119464","74.891035","75.020117","75.734453","75.803406","76.114099","76.622137","77.193387","77.459816","78.24444","79.085144","80.145066","80.455541","80.807417","81.64668","81.967865","82.140178","82.512272","82.75262","83.484839","83.712215","84.080628","83.518212","83.879488","84.595909","85.040095","85.418594","86.015968","86.059031","86.661851","87.035216","87.028248","87.575718","87.167653","86.562975","86.868407","",
"Azerbaiyán","AZE","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","34.486872","35.110533","35.927041","36.889556","37.756232","38.608533","39.488348","40.3033","41.125931","41.964386","42.793406","43.529527","44.33528","45.110889","45.879784","46.469665","47.6664","48.499572","49.598784","50.594989","51.737122","52.738436","53.66741","54.500333","52.448633","54.30801","54.547428","54.399463","53.788841","53.913867","52.656525","51.672326","47.141936","48.436708","43.976161","48.711241","50.646593","52.264746","54.022991","56.927009","57.892163","60.008622","61.526973","61.41204","62.307521","61.921484","62.918254","63.208616","64.985458","66.667643","67.350458","67.280838","68.622911","68.922458","70.393447","70.571057","71.428041","71.15339","71.941044","72.959534","66.849226","69.057423","73.198989","",
"Burundi","BDI","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","32.37802","32.733192","32.928798","32.960911","33.031084","28.948741","32.966015","32.62936","32.90419","32.052652","32.544822","32.523788","7.208293","22.566347","32.851609","32.879798","33.124392","33.49493","33.976864","34.679994","35.536792","36.304499","36.923937","37.157413","37.094443","36.547734","35.56747","34.446093","26.339196","31.646561","30.55346","29.487068","29.284803","18.155061","29.264628","29.254605","29.432907","30.909602","32.410889","34.227366","33.302899","34.591655","37.638112","39.713478","41.915723","43.234474","44.616014","45.930648","46.896345","48.194199","49.23786","50.278581","51.311141","52.228915","53.012099","53.071454","54.27359","55.039661","55.713433","56.230724","56.313592","54.788027","56.523318","",
"Bélgica","BEL","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","65.642559","67.095965","66.701724","66.268876","67.307635","66.812259","67.262277","67.506283","67.170352","67.06098","67.763444","67.942648","68.490123","69.256888","69.98834","70.223746","70.132004","71.162451","70.976092","71.805552","71.713098","73.030921","73.288282","73.595772","74.29448","74.426299","75.302064","75.977802","76.649557","77.340298","77.81768","77.989155","78.211617","78.528366","78.886031","78.847643","79.661131","80.123686","80.285546","80.02904","80.549225","80.732224","81.108495","81.51171","82.187625","82.337346","82.76256","83.070275","82.69963","83.437202","83.88992","84.229361","84.217765","84.895792","85.568283","85.589614","85.985185","86.459404","86.81902","87.306552","86.62283","87.010051","86.836471","",
"Benin","BEN","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","26.890189","27.241993","27.780408","28.288028","28.672317","29.192523","29.700499","30.329778","30.716549","31.122681","31.626389","32.133767","32.751407","33.442912","33.909665","34.529154","35.043497","35.576881","36.013908","36.434442","36.769788","37.102036","37.419801","37.706127","38.386725","39.123159","40.078256","41.110483","42.298672","42.869847","43.790942","44.501045","45.738844","46.820993","47.644437","48.428808","49.18257","49.700012","49.942136","50.14662","50.728306","50.835875","51.32715","51.854381","52.373778","53.082964","53.380843","53.874183","53.654621","53.967651","54.137984","54.151012","54.148335","54.522605","54.631244","54.673663","54.768836","54.937148","55.266447","55.192972","54.883688","53.688519","55.71044","",
"Burkina Faso","BFA","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","24.984239","25.275045","25.777809","26.204314","26.540103","27.040708","27.447342","27.917686","28.337992","28.632916","29.265791","29.581328","30.401871","31.055252","32.065109","33.021506","34.114339","35.16694","36.211973","37.108426","38.114165","38.611844","39.775662","40.368966","40.924776","41.26496","41.532337","41.512237","41.670224","41.6438","41.58491","41.444655","41.352985","41.228347","41.13554","41.072377","41.075347","40.588944","41.406752","41.678754","42.025726","42.450864","42.693054","43.362037","44.287655","45.199939","45.731998","46.521238","47.702761","48.515469","49.260734","50.161618","50.781341","51.373084","51.919578","52.491984","53.043274","53.595233","54.152677","54.141649","53.875563","52.571285","54.041543","",
"Bangladesh","BGD","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","38.66714","40.098473","41.258104","41.395544","42.719503","42.17848","44.205212","44.962368","45.608504","46.197695","39.540682","5.037219","48.095558","48.595996","48.019817","49.714464","50.173933","50.566175","50.934935","51.286462","51.496939","51.743167","51.920627","52.159343","52.249012","52.003879","52.38566","52.366952","52.309485","52.36039","52.359887","49.728668","52.590075","52.87083","53.302512","53.843623","54.592045","55.477835","56.493313","57.679343","58.898333","60.119111","61.291498","62.358385","63.290496","64.14221","64.847828","65.310339","65.892521","66.239401","66.529492","66.840677","67.220372","67.713049","68.436368","69.295377","70.266407","71.29704","72.336994","73.327263","71.633352","70.643162","75.828007","",
"Bulgaria","BGR","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","69.993822","71.035584","70.78298","71.792747","72.877466","73.249492","72.842961","71.441639","72.408551","70.74954","72.372015","71.175362","71.266177","72.220717","71.908114","71.039769","71.757489","69.997189","70.490741","69.878079","69.838492","70.079175","69.104562","68.99505","68.380323","67.462553","67.789773","67.966652","67.549813","67.265587","67.01759","67.261234","66.156695","65.268281","64.036321","64.114144","64.761754","63.688914","64.198453","66.314139","66.470231","66.38616","67.185006","67.42358","67.291092","67.073671","67.367737","68.196165","68.69542","69.125352","69.99903","70.374","70.92221","71.553003","70.819653","71.292433","71.094008","71.646132","71.673103","71.801473","68.533097","64.404981","69.632666","",
"Bahrein","BHR","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","41.25326","43.539828","45.785893","48.05319","50.290511","52.479771","54.604664","56.649435","58.60051","60.446","62.174934","63.779317","65.17954","66.613798","67.854786","68.987826","70.020486","70.960708","71.762737","72.566795","73.272278","73.915942","74.503993","75.043921","75.54367","76.010425","76.45461","76.875027","77.280863","77.664989","78.022414","78.348856","78.63847","78.894624","79.145425","79.418245","79.737866","80.128365","80.606475","81.147625","81.715538","82.27895","82.81125","83.290994","83.726009","84.146413","84.57983","85.050201","85.577021","86.153892","86.732314","87.267003","87.721933","88.067819","88.288203","88.416263","88.49758","88.575706","88.693516","88.89052","84.925475","86.377833","89.974151","",
"Bahamas","BHS","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","50.794627","51.408946","52.070567","52.616217","53.182171","53.694976","54.295345","54.988304","55.614398","56.217998","56.884903","57.521296","57.625115","58.140097","58.93781","60.287257","61.241936","61.742274","61.869798","61.774078","61.723416","62.045728","62.493756","62.993154","63.302956","63.428914","63.43297","63.493669","63.674842","64.033674","64.460938","65.009948","65.389669","65.726674","65.803776","65.745679","65.671054","65.731147","66.041176","66.518879","67.100635","67.665425","68.21363","68.646751","68.835313","69.138562","69.176985","69.172478","69.080825","69.103067","69.190555","69.469111","69.702819","70.010155","70.232614","70.315339","70.867218","71.109392","71.30652","68.79193","69.232584","65.097658","72.157788","",
"Bosnia y Herzegovina","BIH","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","52.50298","53.31438","54.28702","54.71466","56.412571","57.113268","58.466463","58.943289","58.569814","58.415797","58.052823","58.131065","59.108972","60.981249","63.262012","64.344057","65.118893","64.966094","64.51015","64.354614","65.320543","66.218777","65.607956","65.444959","65.232355","66.147697","65.961851","65.926245","65.575944","66.451604","66.384696","66.880652","22.227456","19.991443","48.25475","61.691886","70.091803","71.066743","72.556831","73.791592","74.664856","75.102807","75.65878","76.65751","76.395308","76.103256","75.035409","75.396246","75.692047","76.604978","76.993524","77.468652","77.624593","77.946353","78.15884","78.225686","78.606261","79.507057","79.160899","78.976316","76.764245","75.132446","77.458158","",
"Belarús","BLR","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","66.299656","67.214236","67.512172","68.061255","68.824697","69.240947","69.061847","68.94822","68.519779","67.823468","67.272333","66.847921","66.825054","66.596361","65.939709","64.933857","63.908341","63.269494","62.533093","61.953895","61.496829","61.418153","61.277054","60.633296","60.601076","61.829142","63.572431","64.438918","63.312665","61.997871","60.403858","59.063832","56.749836","54.862418","52.89295","52.25113","51.566133","51.288647","50.680336","50.957726","50.837932","50.33318","49.534181","49.631044","50.072405","50.723917","51.979618","53.419704","54.371687","54.226629","54.103936","55.712449","57.997822","60.974111","62.541545","64.055708","65.266579","65.803647","65.550754","65.176586","60.197672","60.230328","65.428405","",
"Belice","BLZ","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","51.219685","47.44228","53.967847","55.040717","55.978349","56.870378","57.45128","58.403951","58.994349","59.766974","60.551326","61.218951","61.916003","62.463213","63.012145","63.533602","63.989933","64.412626","64.690292","65.149961","65.489668","65.849116","66.31523","66.480233","66.955914","67.444502","67.735867","68.112898","68.513152","68.525544","68.373788","68.07502","67.648979","67.121456","66.659717","65.870809","65.036459","64.095645","63.059715","62.829896","62.570355","62.676928","63.542528","64.316064","65.067035","65.67562","66.099173","66.285676","66.269662","66.306503","66.23389","66.237095","66.297266","66.382028","66.515542","66.822328","67.176801","67.551434","68.129936","68.696299","66.702473","65.547436","68.206869","",
"Bermudas","BMU","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","62.018449","64.138194","64.797359","63.921242","62.998733","62.636836","62.369268","61.94918","61.323611","61.148795","61.42268","62.758755","64.372876","66.363875","67.572168","67.945749","67.74218","67.888698","68.418715","69.20015","69.431913","69.634686","69.621278","69.850736","69.995726","69.779165","69.486092","69.525067","69.743089","70.231603","70.900935","71.709163","72.215586","72.783792","73.45786","74.485556","75.681353","76.679366","77.549862","78.432967","79.412701","80.443224","80.933756","80.698388","80.435907","80.004774","79.732185","80.061663","80.429935","80.859743","81.266007","81.550139","81.80781","82.177688","82.690696","83.165858","83.59187","84.024343","84.586389","85.019599","85.275344","85.796754","86.378211","",
"Bolivia","BOL","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","32.234744","32.585085","33.150779","33.543746","33.944542","34.490503","34.92434","35.54223","36.146798","36.72718","37.179982","37.723421","38.339498","38.949735","39.707508","40.55824","41.586861","42.169342","42.955741","43.732857","44.408899","45.010184","45.287452","45.628959","46.210842","46.774976","47.382117","48.273127","49.07898","49.865308","50.771977","51.65533","52.08748","53.069979","53.718362","54.199473","54.845924","55.405029","55.933028","56.298225","56.735527","57.187223","57.785646","58.248242","58.734374","59.163634","59.696757","60.176732","60.721376","61.266395","61.741856","62.147521","62.605215","62.800641","63.062636","63.396483","63.650813","63.774247","63.992163","64.141263","48.036672","43.343373","62.029035","",
"Brasil","BRA","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","43.797373","44.345563","44.875258","45.444753","45.940763","46.435133","46.968501","47.52485","48.162652","48.747934","49.358746","49.972668","50.616341","51.239754","51.843448","52.578719","53.27969","53.983851","54.674429","55.267896","55.864768","56.431469","56.977367","57.514092","58.113088","58.723452","59.318167","59.898585","60.349637","60.633425","60.892575","61.116517","61.313695","61.628242","62.137584","62.675987","63.215829","63.729666","64.14283","64.627305","65.108101","65.632874","66.231939","66.969314","67.657293","68.364769","69.086896","69.689036","70.202243","70.666994","71.112973","71.477158","71.93736","72.452335","72.859963","73.529233","73.379175","74.258218","74.821422","75.501009","73.396334","69.007657","73.822413","",
"Barbados","BRB","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","60.728659","61.277034","62.678839","63.645291","64.910897","65.823396","66.825306","66.728551","67.392111","67.712806","67.395856","67.283254","67.803431","66.994425","67.426707","68.454524","69.006811","69.899369","70.806215","71.497719","72.958118","74.248752","74.475146","74.768756","74.850281","74.887772","75.14978","74.751453","74.133424","73.678833","73.530762","73.389804","73.16411","72.900595","72.480528","72.587768","72.786649","72.430184","73.77871","74.067107","74.68083","75.425035","76.004553","76.334278","77.130331","76.558764","76.773506","77.015213","77.121084","77.350981","77.527277","77.716079","78.026991","78.122227","78.321094","78.592822","78.773377","78.947059","79.189955","79.392312","79.713312","79.600856","78.84956","",
"Brunei Darussalam","BRN","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","52.734325","53.62978","50.512164","55.411617","56.531822","57.243625","58.417927","59.216273","60.236797","61.002045","61.880282","62.813154","63.609983","64.261606","64.959618","65.693937","66.270059","66.698693","67.236537","67.638169","67.984094","68.29647","68.58753","68.930849","69.142514","69.422738","69.763432","70.013234","70.373864","70.70882","71.046564","71.419548","71.808731","72.220818","72.655692","73.150088","73.571991","74.029045","74.518733","74.945235","75.338326","75.700849","76.009338","76.310912","76.497436","76.672616","76.83375","76.933986","77.005241","77.025365","77.060073","77.086378","77.107525","77.128804","77.15787","77.200143","77.259032","77.339257","77.439843","77.560202","77.692223","77.079682","71.856351","",
"Bhután","BTN","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","21.851662","22.190385","22.579287","23.018688","23.517206","24.06347","24.715258","25.440513","26.216118","27.011589","27.837701","28.694883","29.550454","30.398832","31.287055","32.318879","33.278597","34.244958","35.22788","36.218235","37.216487","38.285748","39.401297","40.501525","41.603981","42.599469","43.733455","44.897521","45.960498","46.974868","47.946307","48.869987","50.022023","51.091109","51.872375","53.187515","54.277521","55.289541","56.355335","57.480437","57.170574","59.576856","60.592347","61.69882","62.740108","63.714711","64.661917","65.827657","66.88357","67.709555","68.660589","69.562952","70.470832","71.246936","71.914537","72.492676","72.997278","73.435882","73.930142","74.44969","74.810916","75.236362","75.738466","",
"Botswana","BWA","Supervivencia hasta los 65 años, varones (% de la cohorte)","SP.DYN.TO65.MA.ZS","39.969724","40.611591","41.269473","41.897783","42.461611","43.000734","43.487248","44.041103","44.636074","45.264083","45.962928","46.749122","47.563212","48.41571","49.298171","50.182761","51.109268","52.022309","52.827722","53.624304","54.067063","54.677358","54.909636","54.650701","54.243174","53.187561","51.864318","49.57479","46.425698","44.477878","41.767973","38.569637","38.800803","38.014712","35.072391","32.28981","32.774282","31.966902","31.035318","30.522354","30.012826","29.862013","29.986374","30.840395","32.264366","33.688017","36.126566","39.290232","41.185542","41.469288","42.798654","44.355273","46.102187","48.180247","50.387281","52.642956","54.987592","57.354764","59.442099","61.208374","61.599866","51.812247","64.719813","",
